,action_name
945,lineStringContent##fail 
946,$result
947,lineStringContent##$result
948,kotlinFile##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##<EOF>
949,Derived
950,simpleIdentifier##Derived
951,classDeclaration##class##simpleIdentifier##:##delegationSpecifiers##classBody
952,"kotlinFile##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
953,res
954,simpleIdentifier##res
955,propertyDeclaration##var##variableDeclaration##=##expression
956,call
957,simpleIdentifier##call
958,||
959,disjunction##conjunction##||##conjunction
960,fail: 
961,lineStringContent##fail: 
962,$res
963,lineStringContent##$res
964,"kotlinFile##
##packageHeader##importList##topLevelObject##topLevelObject##<EOF>"
965,1L
966,literalConstant##1L
967,9L
968,literalConstant##9L
969,fail 1: 
970,lineStringContent##fail 1: 
971, != 
972,lineStringContent## != 
973,fail 2: 
974,lineStringContent##fail 2: 
975,fail 3: 
976,lineStringContent##fail 3: 
977,fail 4: 
978,lineStringContent##fail 4: 
979,"lineStringLiteral##""##lineStringContent##lineStringContent##lineStringContent##lineStringContent##lineStringContent##lineStringContent##"""
980,_
981,literalConstant##1.0
982,or
983,"propertyDeclaration##var##variableDeclaration##=##expression##
"
984,L
985,lineStringContent##L
986,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
987,Z
988,simpleIdentifier##Z
989,parameterModifiers##parameterModifier
990,21
991,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
992,"kotlinFile##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##<EOF>"
993,additiveExpression##multiplicativeExpression##additiveOperator##multiplicativeExpression##additiveOperator##multiplicativeExpression
994,lineStringContent##Z
995,receiver
996,simpleIdentifier##receiver
997,init
998,simpleIdentifier##init
999,map
1000,simpleIdentifier##map
1001,lineStringContent##C
1002,R
1003,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
1004,toDouble
1005,simpleIdentifier##toDouble
1006,lineStringContent##0
1007,"kotlinFile##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1008,"semi##
##
##
"
1009,"propertyDeclaration##val##variableDeclaration##=##expression##
##
"
1010,array
1011,simpleIdentifier##array
1012,lambdaParameter##variableDeclaration
1013,lambdaParameters##lambdaParameter
1014,++
1015,postfixUnaryOperator##++
1016,lambdaLiteral##{##lambdaParameters##->##statements##}
1017,simpleIdentifier##get
1018,thisExpression##this
1019,primaryExpression##thisExpression
1020,functionDeclaration##modifiers##fun##receiverType##.##simpleIdentifier##functionValueParameters##functionBody
1021,simpleIdentifier##set
1022,assignableSuffix##indexingSuffix
1023,directlyAssignableExpression##postfixUnaryExpression##assignableSuffix
1024,prefixUnaryOperator##-
1025,LongArray
1026,simpleIdentifier##LongArray
1027,iterator
1028,simpleIdentifier##iterator
1029,while
1030,hasNext
1031,simpleIdentifier##hasNext
1032,next
1033,simpleIdentifier##next
1034,Fail 
1035,lineStringContent##Fail 
1036,$i
1037,lineStringContent##$i
1038,whileStatement##while##(##expression##)##controlStructureBody
1039,loopStatement##whileStatement
1040,postfixUnaryExpression
1041,7
1042,Cloneable
1043,simpleIdentifier##Cloneable
1044,shortArrayOf
1045,simpleIdentifier##shortArrayOf
1046,byteArrayOf
1047,simpleIdentifier##byteArrayOf
1048,doubleArrayOf
1049,simpleIdentifier##doubleArrayOf
1050,clone
1051,simpleIdentifier##clone
1052,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
1053,"kotlinFile##
##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##<EOF>"
1054,===
1055,equalityOperator##===
1056,ss
1057,simpleIdentifier##ss
1058,simpleIdentifier##j
1059,literalConstant##2L
1060,toShort
1061,simpleIdentifier##toShort
1062,simpleIdentifier##toByte
1063,'a'
1064,literalConstant##'a'
1065,'b'
1066,literalConstant##'b'
1067,1f
1068,literalConstant##1f
1069,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
1070,ArrayList
1071,simpleIdentifier##ArrayList
1072,add
1073,simpleIdentifier##add
1074,BooleanArray
1075,simpleIdentifier##BooleanArray
1076,$x
1077,lineStringContent##$x
1078,kotlinFile##packageHeader##importList##topLevelObject##<EOF>
1079,ByteArray
1080,simpleIdentifier##ByteArray
1081,CharArray
1082,simpleIdentifier##CharArray
1083,toChar
1084,simpleIdentifier##toChar
1085,DoubleArray
1086,simpleIdentifier##DoubleArray
1087,FloatArray
1088,simpleIdentifier##FloatArray
1089,toFloat
1090,simpleIdentifier##toFloat
1091,toLong
1092,simpleIdentifier##toLong
1093,ShortArray
1094,simpleIdentifier##ShortArray
1095,abstract
1096,inheritanceModifier##abstract
1097,"valueArguments##(##valueArgument##
##)"
1098,HashMap
1099,simpleIdentifier##HashMap
1100,put
1101,simpleIdentifier##put
1102,239
1103,lineStringContent##239
1104,literalConstant##239
1105,indices
1106,simpleIdentifier##indices
1107, 
1108,"functionTypeParameters##(##type##,##type##)"
1109,"lambdaParameters##lambdaParameter##,##lambdaParameter"
1110,$j
1111,lineStringContent##$j
1112,varianceModifier##in
1113,"kotlinFile##
##
##
##packageHeader##importList##topLevelObject##<EOF>"
1114,Iterator
1115,simpleIdentifier##Iterator
1116,action
1117,simpleIdentifier##action
1118,simpleIdentifier##this
1119,functionDeclaration##fun##typeParameters##receiverType##.##simpleIdentifier##functionValueParameters##functionBody
1120,In
1121,simpleIdentifier##In
1122,select
1123,simpleIdentifier##select
1124,functionDeclaration##fun##typeParameters##receiverType##.##simpleIdentifier##functionValueParameters##:##type##functionBody
1125,override
1126,memberModifier##override
1127,classDeclaration##class##simpleIdentifier##typeParameters##primaryConstructor##:##delegationSpecifiers##classBody
1128,"navigationSuffix##
##memberAccessOperator##simpleIdentifier"
1129,multiplicativeOperator##*
1130,multiplicativeExpression##asExpression##multiplicativeOperator##asExpression
1131,postfixUnaryExpression##primaryExpression##postfixUnarySuffix##postfixUnarySuffix##postfixUnarySuffix##postfixUnarySuffix##postfixUnarySuffix##postfixUnarySuffix##postfixUnarySuffix
1132,20
1133,literalConstant##20
1134,30
1135,literalConstant##30
1136,additiveExpression##multiplicativeExpression##additiveOperator##multiplicativeExpression##additiveOperator##multiplicativeExpression##additiveOperator##multiplicativeExpression
1137,kotlinFile##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>
1138,main
1139,simpleIdentifier##main
1140,objectLiteral##object##classBody
1141,objectDeclaration##object##simpleIdentifier##classBody
1142,declaration##objectDeclaration
1143,t1
1144,simpleIdentifier##t1
1145,a1
1146,simpleIdentifier##a1
1147,arrayOfNulls
1148,simpleIdentifier##arrayOfNulls
1149,t2
1150,simpleIdentifier##t2
1151,a2
1152,simpleIdentifier##a2
1153,comparison##genericCallLikeComparison##comparisonOperator##genericCallLikeComparison##comparisonOperator##genericCallLikeComparison
1154,t3
1155,simpleIdentifier##t3
1156,a3
1157,simpleIdentifier##a3
1158,b1
1159,simpleIdentifier##b1
1160,b2
1161,simpleIdentifier##b2
1162,b3
1163,simpleIdentifier##b3
1164,6
1165,literalConstant##6
1166,classParameter##modifiers##var##simpleIdentifier##:##type
1167,classDeclaration##class##simpleIdentifier##typeParameters##primaryConstructor##classBody
1168,"kotlinFile##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##<EOF>"
1169,lineStringContent##bar
1170,foobar
1171,"kotlinFile##
##
##
##
##packageHeader##importList##topLevelObject##<EOF>"
1172,simpleIdentifier##any
1173,test1
1174,simpleIdentifier##test1
1175,functionDeclaration##fun##receiverType##.##simpleIdentifier##functionValueParameters##:##type##functionBody
1176,test2
1177,simpleIdentifier##test2
1178,Z2
1179,simpleIdentifier##Z2
1180,run
1181,simpleIdentifier##run
1182,test3
1183,simpleIdentifier##test3
1184,local
1185,simpleIdentifier##local
1186,test4
1187,simpleIdentifier##test4
1188,Failed: 
1189,"ifExpression##if##(##expression##)##
##controlStructureBody##
##else##
##controlStructureBody"
1190,100
1191,literalConstant##100
1192,'1'
1193,literalConstant##'1'
1194,functionDeclaration##modifiers##fun##receiverType##.##simpleIdentifier##functionValueParameters##:##type##functionBody
1195,11
1196,literalConstant##11
1197,literalConstant##12
1198,13
1199,literalConstant##13
1200,$p
1201,lineStringContent##$p
1202,lineStringContent##FAIL
1203,%
1204,multiplicativeOperator##%
1205,n
1206,simpleIdentifier##n
1207,MAX_VALUE
1208,simpleIdentifier##MAX_VALUE
1209,multiplicativeOperator##/
1210,until
1211,m
1212,simpleIdentifier##m
1213,additiveOperator##-
1214,simpleIdentifier##g
1215,simpleIdentifier##until
1216,from
1217,simpleIdentifier##from
1218,when
1219,whenSubject##(##expression##)
1220,whenCondition##expression
1221,whenEntry##whenCondition##->##controlStructureBody##semi
1222,"whenExpression##when##whenSubject##{##
##whenEntry##whenEntry##}"
1223,primaryExpression##whenExpression
1224,"lambdaLiteral##{##lambdaParameters##->##
##statements##}"
1225,break
1226,jumpExpression##break
1227,functionDeclaration##fun##typeParameters##simpleIdentifier##functionValueParameters##functionBody
1228,try
1229,"ifExpression##if##(##expression##)##
##controlStructureBody"
1230,catch
1231,catchBlock##catch##(##simpleIdentifier##:##type##)##block
1232,"tryExpression##try##block##
##catchBlock"
1233,primaryExpression##tryExpression
1234,>=
1235,comparisonOperator##>=
1236,"kotlinFile##
##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1237,? 
1238,quest##? 
1239,"kotlinFile##
##
##packageHeader##importList##topLevelObject##<EOF>"
1240,Integer
1241,simpleIdentifier##Integer
1242,to
1243,simpleIdentifier##to
1244,second
1245,simpleIdentifier##second
1246,length
1247,simpleIdentifier##length
1248,propertyDeclaration##val##typeParameters##receiverType##.##variableDeclaration##getter
1249,data
1250,simpleIdentifier##data
1251,callSuffix##typeArguments##valueArguments##annotatedLambda
1252,V
1253,simpleIdentifier##V
1254,MutableMap
1255,simpleIdentifier##MutableMap
1256,functionDeclaration##modifiers##fun##typeParameters##receiverType##.##simpleIdentifier##functionValueParameters##functionBody
1257,lineStringContent##-
1258,..
1259,rangeExpression##additiveExpression##..##additiveExpression
1260,nullable
1261,typeAlias##typealias##simpleIdentifier##=##type
1262,simpleIdentifier##AssertionError
1263,jumpExpression##throw##expression
1264,"kotlinFile##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1265,assertFalse
1266,simpleIdentifier##assertFalse
1267,literalConstant##'c'
1268,'d'
1269,literalConstant##'d'
1270,literalConstant##0.0
1271,3L
1272,literalConstant##3L
1273,4L
1274,literalConstant##4L
1275,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
1276,!is 
1277,isOperator##!is 
1278,simpleIdentifier##actual
1279,r
1280,simpleIdentifier##r
1281,"lambdaParameters##lambdaParameter##,##lambdaParameter##,##lambdaParameter"
1282,"propertyDeclaration##val##variableDeclaration##
"
1283,remove
1284,simpleIdentifier##remove
1285,UnsupportedOperationException
1286,simpleIdentifier##UnsupportedOperationException
1287,classDeclaration##interface##simpleIdentifier##typeParameters##:##delegationSpecifiers##classBody
1288,typeParameterModifier##varianceModifier
1289,Iterable
1290,simpleIdentifier##Iterable
1291,"delegationSpecifiers##annotatedDelegationSpecifier##,##annotatedDelegationSpecifier"
1292,functionDeclaration##modifiers##fun##simpleIdentifier##functionValueParameters##:##type
1293,count
1294,simpleIdentifier##count
1295,classMemberDeclarations##classMemberDeclaration##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis
1296,el
1297,simpleIdentifier##el
1298,kotlinFile##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>
1299,G
1300,simpleIdentifier##G
1301,...
1302,functionDeclaration##fun##receiverType##.##simpleIdentifier##functionValueParameters##functionBody
1303,$t
1304,lineStringContent##$t
1305,D
1306,simpleIdentifier##D
1307,toUInt
1308,simpleIdentifier##toUInt
1309,sum
1310,simpleIdentifier##sum
1311,"block##{##
##
##
##statements##}"
1312,4321
1313,literalConstant##4321
1314,--
1315,postfixUnaryOperator##--
1316,1234
1317,literalConstant##1234
1318,reversed
1319,simpleIdentifier##reversed
1320,transform
1321,simpleIdentifier##transform
1322,component1
1323,simpleIdentifier##component1
1324,component2
1325,simpleIdentifier##component2
1326,doTest
1327,simpleIdentifier##doTest
1328,$a
1329,lineStringContent##$a
1330,lineStringContent##:
1331,$b
1332,lineStringContent##$b
1333,lineStringContent##;
1334,"lineStringLiteral##""##lineStringContent##lineStringContent##lineStringContent##lineStringContent##"""
1335,1:2;2:3;3:4;
1336,lineStringContent##1:2;2:3;3:4;
1337,$s
1338,lineStringContent##$s
1339,kotlinFile##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>
1340,checkTrue
1341,simpleIdentifier##checkTrue
1342,hit
1343,simpleIdentifier##hit
1344,checkTrueWithMessage
1345,simpleIdentifier##checkTrueWithMessage
1346,checkFalse
1347,simpleIdentifier##checkFalse
1348,checkFalseWithMessage
1349,simpleIdentifier##checkFalseWithMessage
1350,FAIL 0
1351,lineStringContent##FAIL 0
1352,FAIL 1
1353,lineStringContent##FAIL 1
1354,FAIL 2
1355,lineStringContent##FAIL 2
1356,FAIL 3
1357,lineStringContent##FAIL 3
1358,ignore
1359,simpleIdentifier##ignore
1360,tryExpression##try##block##catchBlock
1361,FAIL 4
1362,lineStringContent##FAIL 4
1363,Checker
1364,simpleIdentifier##Checker
1365,Baz
1366,simpleIdentifier##Baz
1367,error
1368,simpleIdentifier##error
1369,Fail 1
1370,lineStringContent##Fail 1
1371,Fail 2
1372,lineStringContent##Fail 2
1373,classMemberDeclarations##classMemberDeclaration##classMemberDeclaration##semis
1374,Dummy
1375,simpleIdentifier##Dummy
1376,loader
1377,simpleIdentifier##loader
1378,classLoader
1379,simpleIdentifier##classLoader
1380,setPackageAssertionStatus
1381,simpleIdentifier##setPackageAssertionStatus
1382,loadClass
1383,simpleIdentifier##loadClass
1384,newInstance
1385,simpleIdentifier##newInstance
1386,"kotlinFile##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1387,ShouldBeEnabled
1388,simpleIdentifier##ShouldBeEnabled
1389,ShouldBeDisabled
1390,simpleIdentifier##ShouldBeDisabled
1391,c1
1392,simpleIdentifier##c1
1393,simpleIdentifier##c2
1394,"kotlinFile##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1395,anonymousInitializer##init##block
1396,classMemberDeclaration##anonymousInitializer
1397,Inner
1398,simpleIdentifier##Inner
1399,inner
1400,classModifier##inner
1401,Local
1402,simpleIdentifier##Local
1403,BOOYA
1404,lineStringContent##BOOYA
1405,classMemberDeclarations##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis
1406,"lambdaLiteral##{##
##statements##}"
1407,FAIL 5
1408,lineStringContent##FAIL 5
1409,FAIL 6
1410,lineStringContent##FAIL 6
1411,FAIL 7
1412,lineStringContent##FAIL 7
1413,RuntimeException
1414,simpleIdentifier##RuntimeException
1415,Outer
1416,simpleIdentifier##Outer
1417,Throwable
1418,simpleIdentifier##Throwable
1419,helpers
1420,simpleIdentifier##helpers
1421,coroutines
1422,simpleIdentifier##coroutines
1423,suspend
1424,functionModifier##suspend
1425,builder
1426,simpleIdentifier##builder
1427,typeModifier##suspend
1428,type##typeModifiers##functionType
1429,startCoroutine
1430,simpleIdentifier##startCoroutine
1431,EmptyContinuation
1432,simpleIdentifier##EmptyContinuation
1433,experimental
1434,simpleIdentifier##experimental
1435,i1
1436,simpleIdentifier##i1
1437,simpleIdentifier##i2
1438,i3
1439,simpleIdentifier##i3
1440,inv
1441,simpleIdentifier##inv
1442,shl
1443,16
1444,literalConstant##16
1445,32
1446,literalConstant##32
1447,l1
1448,simpleIdentifier##l1
1449,l2
1450,simpleIdentifier##l2
1451,s1
1452,simpleIdentifier##s1
1453,s2
1454,simpleIdentifier##s2
1455,s3
1456,simpleIdentifier##s3
1457,s4
1458,simpleIdentifier##s4
1459,b4
1460,simpleIdentifier##L
1461,Number
1462,simpleIdentifier##Number
1463,classDeclaration##class##simpleIdentifier##typeParameters##primaryConstructor
1464,plus
1465,minus
1466,times
1467,rem
1468,infix
1469,simpleIdentifier##plus
1470,a4
1471,simpleIdentifier##a4
1472,a5
1473,simpleIdentifier##a5
1474,a6
1475,simpleIdentifier##a6
1476,'A'
1477,literalConstant##'A'
1478,simpleIdentifier##minus
1479,fail 3
1480,lineStringContent##fail 3
1481,fail 4
1482,lineStringContent##fail 4
1483,fail 5
1484,lineStringContent##fail 5
1485,fail 6
1486,lineStringContent##fail 6
1487,fail 7
1488,lineStringContent##fail 7
1489,fail 8
1490,lineStringContent##fail 8
1491,! 
1492,excl##! 
1493,<=
1494,comparisonOperator##<=
1495,compareTo
1496,simpleIdentifier##compareTo
1497,org
1498,simpleIdentifier##org
1499,jetbrains
1500,simpleIdentifier##jetbrains
1501,NotNull
1502,Nothing
1503,simpleIdentifier##Nothing
1504,"kotlinFile##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1505,"kotlinFile##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1506,Error
1507,!==
1508,equalityOperator##!==
1509,lineStringContent##String
1510,MIN_VALUE
1511,simpleIdentifier##MIN_VALUE
1512,Comparable
1513,simpleIdentifier##Comparable
1514,42L
1515,literalConstant##42L
1516,whenEntry##else##->##controlStructureBody##semi
1517,Fail 3
1518,lineStringContent##Fail 3
1519,Fail 4
1520,lineStringContent##Fail 4
1521,0.0F
1522,literalConstant##0.0F
1523,simpleIdentifier##R
1524,Object
1525,simpleIdentifier##Object
1526,def
1527,lineStringContent##def
1528,abc
1529,lineStringContent##abc
1530,equals1
1531,simpleIdentifier##equals1
1532,equals
1533,simpleIdentifier##equals
1534,fail 0
1535,lineStringContent##fail 0
1536,fold
1537,simpleIdentifier##fold
1538,0L
1539,literalConstant##0L
1540,15
1541,literalConstant##15
1542,lineStringContent##Int
1543,"whenExpression##when##whenSubject##{##
##whenEntry##whenEntry##whenEntry##whenEntry##}"
1544,functionDeclaration##modifiers##fun##typeParameters##simpleIdentifier##functionValueParameters##functionBody
1545,functionDeclaration##modifiers##fun##typeParameters##receiverType##.##simpleIdentifier##functionValueParameters##:##type##functionBody
1546,Map
1547,simpleIdentifier##Map
1548,mapOf
1549,simpleIdentifier##mapOf
1550,finally
1551,finallyBlock##finally##block
1552,"tryExpression##try##block##
##finallyBlock"
1553,typeTest##isOperator##type
1554,whenCondition##typeTest
1555,valueOf
1556,simpleIdentifier##valueOf
1557,lineStringContent##A
1558,10L
1559,literalConstant##10L
1560,"kotlinFile##
##
##
##
##
##packageHeader##importList##topLevelObject##<EOF>"
1561,intList
1562,simpleIdentifier##intList
1563,longList
1564,simpleIdentifier##longList
1565,filter
1566,simpleIdentifier##filter
1567,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
1568,classDeclaration##class##simpleIdentifier##primaryConstructor
1569,do
1570,doWhileStatement##do##controlStructureBody##while##(##expression##)
1571,loopStatement##doWhileStatement
1572,assignableSuffix##navigationSuffix
1573,hashCode
1574,simpleIdentifier##hashCode
1575,classDeclaration##modifiers##class##simpleIdentifier##:##delegationSpecifiers##classBody
1576,base
1577,simpleIdentifier##base
1578,classDeclaration##interface##simpleIdentifier##typeParameters##classBody
1579,classDeclaration##interface##simpleIdentifier##:##delegationSpecifiers##classBody
1580,TestClass
1581,simpleIdentifier##TestClass
1582,classDeclaration##class##simpleIdentifier##:##delegationSpecifiers
1583,checkNoMethod
1584,simpleIdentifier##checkNoMethod
1585,lineStringContent##test
1586,checkMethodExists
1587,simpleIdentifier##checkMethodExists
1588,test2DefaultImpls
1589,simpleIdentifier##test2DefaultImpls
1590,parameterTypes
1591,simpleIdentifier##parameterTypes
1592,simpleIdentifier##NoSuchMethodException
1593,fail: method 
1594,lineStringContent##fail: method 
1595, was found in 
1596,lineStringContent## was found in 
1597, was not found in 
1598,lineStringContent## was not found in 
1599,"propertyDeclaration##var##receiverType##.##variableDeclaration##
##getter##
##setter"
1600,getFoo
1601,222
1602,literalConstant##222
1603,lineStringContent##B
1604,super
1605,superExpression##super##<##type##>
1606,primaryExpression##superExpression
1607,Collection
1608,simpleIdentifier##Collection
1609,$r
1610,lineStringContent##$r
1611,AImpl
1612,simpleIdentifier##AImpl
1613,typeParameter##typeParameterModifiers##simpleIdentifier##:##type
1614,classDeclaration##class##simpleIdentifier##primaryConstructor##:##delegationSpecifiers
1615,explicitDelegation##userType##by##expression
1616,delegationSpecifier##explicitDelegation
1617,Box
1618,simpleIdentifier##Box
1619,classDeclaration##interface##simpleIdentifier##typeParameters##:##delegationSpecifiers
1620,Impl
1621,simpleIdentifier##Impl
1622,objectDeclaration##object##simpleIdentifier##:##delegationSpecifiers##classBody
1623,classDeclaration##class##simpleIdentifier##typeParameters##primaryConstructor##:##delegationSpecifiers
1624,kotlinFile##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>
1625,"kotlinFile##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1626,"propertyDeclaration##var##variableDeclaration##
"
1627,U
1628,simpleIdentifier##U
1629,Fail #1
1630,lineStringContent##Fail #1
1631,Fail #2
1632,lineStringContent##Fail #2
1633,Fail #3
1634,lineStringContent##Fail #3
1635,Fail #4
1636,lineStringContent##Fail #4
1637,classDeclaration##modifiers##class##simpleIdentifier##:##delegationSpecifiers
1638,Z1
1639,simpleIdentifier##Z1
1640,z1
1641,simpleIdentifier##z1
1642,z2
1643,simpleIdentifier##z2
1644,f2
1645,simpleIdentifier##f2
1646,B1
1647,simpleIdentifier##B1
1648,classDeclaration##modifiers##class##simpleIdentifier##typeParameters##:##delegationSpecifiers
1649,B2
1650,simpleIdentifier##B2
1651,f3
1652,simpleIdentifier##f3
1653,56
1654,literalConstant##56
1655,classDeclaration##class##simpleIdentifier##typeParameters##classBody
1656,callSuffix##typeArguments##annotatedLambda
1657,"kotlinFile##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1658,$value
1659,lineStringContent##$value
1660,"delegationSpecifiers##annotatedDelegationSpecifier##,##annotatedDelegationSpecifier##,##annotatedDelegationSpecifier"
1661,23
1662,literalConstant##23
1663,dd
1664,simpleIdentifier##dd
1665,classDeclaration##modifiers##interface##simpleIdentifier##classBody
1666,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
1667,hello
1668,$id
1669,classDeclaration##class##simpleIdentifier##primaryConstructor##:##delegationSpecifiers##classBody
1670,superExpression##super
1671,classDeclaration##modifiers##interface##simpleIdentifier
1672,Child
1673,simpleIdentifier##Child
1674,CharSequence
1675,simpleIdentifier##CharSequence
1676,classDeclaration##modifiers##class##simpleIdentifier##primaryConstructor##:##delegationSpecifiers
1677,X
1678,simpleIdentifier##X
1679,Y
1680,simpleIdentifier##Y
1681,"whenExpression##when##{##
##whenEntry##whenEntry##whenEntry##whenEntry##whenEntry##whenEntry##}"
1682,"typeParameters##<##typeParameter##,##typeParameter##,##typeParameter##>"
1683,"typeArguments##<##typeProjection##,##typeProjection##,##typeProjection##>"
1684,classDeclaration##class##simpleIdentifier##typeParameters##:##delegationSpecifiers##classBody
1685,"whenExpression##when##{##
##whenEntry##whenEntry##whenEntry##}"
1686,MutableCollection
1687,simpleIdentifier##MutableCollection
1688,MutableList
1689,simpleIdentifier##MutableList
1690,HashSet
1691,simpleIdentifier##HashSet
1692,"propertyDeclaration##modifiers##var##variableDeclaration##=##expression##
##setter"
1693,propertyDeclaration##val##variableDeclaration##getter
1694,propertyDeclaration##modifiers##val##variableDeclaration##getter
1695,enumEntry##simpleIdentifier##valueArguments
1696,"enumEntries##enumEntry##,##
##enumEntry"
1697,"enumClassBody##{##
##enumEntries##;##
##classMemberDeclarations##}"
1698,classDeclaration##modifiers##class##simpleIdentifier##typeParameters##primaryConstructor##classBody
1699,17
1700,literalConstant##17
1701,contains
1702,simpleIdentifier##contains
1703,containsAll
1704,simpleIdentifier##containsAll
1705,indexOf
1706,simpleIdentifier##indexOf
1707,lastIndexOf
1708,simpleIdentifier##lastIndexOf
1709,listIterator
1710,simpleIdentifier##listIterator
1711,ListIterator
1712,simpleIdentifier##ListIterator
1713,subList
1714,simpleIdentifier##subList
1715,fromIndex
1716,simpleIdentifier##fromIndex
1717,toIndex
1718,simpleIdentifier##toIndex
1719,classMemberDeclarations##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis
1720,cde
1721,lineStringContent##cde
1722,declaration##public##static##String##foo##(##)##{
1723,MutableIterator
1724,simpleIdentifier##MutableIterator
1725,addAll
1726,simpleIdentifier##addAll
1727,removeAll
1728,simpleIdentifier##removeAll
1729,retainAll
1730,simpleIdentifier##retainAll
1731,clear
1732,simpleIdentifier##clear
1733,removeAt
1734,simpleIdentifier##removeAt
1735,MutableListIterator
1736,simpleIdentifier##MutableListIterator
1737,classParameter##var##simpleIdentifier##:##type
1738,other
1739,simpleIdentifier##other
1740,elements
1741,simpleIdentifier##elements
1742,classMemberDeclarations##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis
1743,classMemberDeclarations##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis
1744,javaPrimitiveType
1745,simpleIdentifier##javaPrimitiveType
1746,invoke
1747,cause
1748,"
    }

    return "
1749,S
1750,simpleIdentifier##S
1751,MyList
1752,simpleIdentifier##MyList
1753,simpleIdentifier##Error
1754,simpleIdentifier##list
1755,classMemberDeclarations##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis
1756,containsKey
